F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,game
33.020218,0.24902417,25.176226,33.930508,35.948742,10.772516,617.28906,844.6427,241.34587,639.2902,0.6781754,0.958426,0.021101983,0.5272377,1.3030934,1.2819915,13.184807,8.214901,6.54554,2.9348545,0.44332457,0.98964894,21.245975,1.0999234,2.858768,8.389296,16.942234,1.2678225,-15.5205965,-1.3937622,0.06334104,1.5640491,1.5547457,0.70035326,4.0594816,1.4504682,5.631365,2.347037,18.38361,0.9400192,702.2203,0.29936674,1145.8309,0.24652794,-74.29868,-1.2253561,1816.0814,0.17860623,847.2359,0.60038936,-78.751175,-1.0604362,2843.0935,0.1029794,839.0652,0.47413227,-79.066574,-1.0414929,-12.488509,-0.9744085,21.835226,0.629602,0.06796316,0.5451966,-0.029092383,-0.79444355,0.6414382,0.62113464,30.832237,0.6537763,0.09517485,274.52505,21.06516,1.0824586,-23.773836,-0.8273151,-8.728996,17.86065,0.045448612,0.006810833,0.06515528,2.3419204,1.8203173,0.3616129,0.35356337,0.2056,0.2721335,-27.194874,SG4121_Intro_Echo_Speaker.mp3
34.45676,0.18023168,31.955929,34.202755,37.800987,5.8450584,394.29797,781.8986,141.79214,172.72081,0.7565449,0.8569227,0.1337933,0.61856604,1.300234,1.1664407,12.967574,7.0612245,10.969813,6.5612254,0.50912577,1.0264051,25.477028,0.93778205,0.2311508,96.19787,8.157947,2.3269525,-11.552836,-1.9027151,0.045623135,2.0811431,1.3952996,0.9134445,6.5372043,0.96583426,2.611505,5.859077,22.982298,0.88102245,689.19196,0.29452878,1219.6199,0.2437568,-60.012215,-1.4245306,1759.9603,0.15963139,929.63257,0.49186,-65.38502,-1.1818556,2761.3972,0.12259551,845.0456,0.42735606,-68.3855,-1.101928,-15.729291,-0.82511675,23.428106,0.6178195,0.1030866,0.31333864,-0.04040797,-0.49634117,0.6516174,0.80936116,33.65142,0.594668,-1.7219945,-12.813473,8.600666,2.3606791,-17.56531,-1.2111353,-3.5867715,11.401562,0.03516743,-0.006876019,0.11525157,3.814714,2.308265,0.3111828,0.23902962,0.11216867,0.13082728,-25.387836,XW419A_Note_Delta_Speaker.mp3
35.530933,0.17408074,33.259277,35.21695,37.250298,3.9910202,365.90118,551.441,98.615616,114.66306,0.7692588,0.90498465,0.04825765,0.664044,1.3740642,1.3258066,14.378565,8.311235,11.275682,6.508678,0.4680146,1.0298991,22.63875,0.8589725,4.46995,4.5845065,13.219983,1.3929579,-8.925137,-2.6276743,0.03514926,2.2019668,1.370148,0.8988292,6.913882,0.8697144,5.691697,2.2161543,18.247297,0.971201,594.8242,0.3365522,1189.4269,0.23988044,-80.65851,-1.1174757,1677.8278,0.15866399,979.9095,0.51913273,-79.8851,-1.0325253,2669.5754,0.15388629,978.5396,0.611708,-81.78018,-0.9906619,-13.4283495,-0.91050345,22.22072,0.61208826,0.083243616,0.4764119,-0.03317945,-0.5547672,0.662926,0.6984287,30.083593,0.5583681,-0.057748597,-349.83884,13.092883,1.5651473,-17.129433,-1.3587123,-9.8594265,18.302134,0.0052388883,-0.00498422,0.07875931,3.272147,1.7342583,0.37784615,0.33297032,0.20052631,0.19381148,-25.713171,SG422A_Intro_Charlie_Speaker.mp3
32.138897,0.29904315,27.964739,31.378517,34.0967,6.13196,289.06155,331.83676,314.11642,742.7933,0.8570875,0.76573503,0.24478321,0.7645657,1.3389996,1.0942165,13.166818,8.702198,9.411166,4.9306216,0.4872005,0.79485875,18.870602,1.3967946,-0.51519495,-41.951084,13.527708,1.5547036,-7.006199,-2.719049,0.059096083,2.1579633,1.6889794,0.795862,3.2355752,1.8421717,7.413282,2.0218697,21.54839,0.8951696,659.67487,0.5091818,1182.7135,0.28516608,-53.313988,-1.5844218,1687.5343,0.1989211,972.9216,0.4648705,-56.456097,-1.3694249,2767.7766,0.13031772,932.1962,0.5733065,-59.954155,-1.2504215,-9.109711,-1.787689,21.971891,0.7144444,0.08889737,0.412579,-0.010114356,-2.3383763,0.5693923,0.6479549,24.857979,0.93672734,-1.9911336,-10.523959,15.815751,1.3725387,-9.7517,-1.8962317,1.0701065,10.622286,0.05142289,0.0065399585,0.24259053,3.750565,2.5826914,0.28736842,0.37753364,0.08509433,0.13027728,-26.842815,SG415A_Intro_Alpha_Speaker.mp3
33.564106,0.17039311,32.167366,34.524868,36.632793,4.4654274,180.6864,121.11437,423.52185,1024.8248,0.7275588,0.819413,0.045407392,0.7108028,1.3278364,1.282429,10.245994,6.291041,6.3251452,3.9091282,0.37459573,0.9121288,27.022133,0.7415752,3.6654294,5.3255224,10.342859,1.8218347,-7.427323,-2.5353436,0.029245738,2.4563856,1.0056213,0.8707825,7.5317893,0.82278365,9.189391,1.1861429,24.838762,0.5255678,621.3696,0.30228972,1271.9753,0.20700997,-69.681114,-1.2393831,1656.3961,0.17050873,916.1515,0.4291072,-72.28201,-1.1136163,2728.632,0.10988772,874.2998,0.5362498,-78.36189,-0.97551847,-14.860361,-0.6829975,26.224627,0.42116305,0.089812316,0.33639234,-0.022425702,-0.7731419,0.49584088,0.6311476,35.09111,0.42426312,1.8898075,10.861475,10.366127,1.9883922,-13.220633,-1.3624787,-11.59186,22.295553,-0.0053318474,0.000120742974,0.07712228,2.8466485,1.5653776,0.44617644,0.5233097,0.18709676,0.22198799,-26.996807,SG422A_Intro_Alpha_Speaker.mp3
27.33751,0.28440106,21.554771,24.781338,33.29672,11.741947,351.68015,533.24567,158.54826,194.64624,0.8545502,0.7409314,0.28015617,0.743881,1.3935345,1.1133784,13.751273,7.046566,11.290791,6.2222037,0.5786426,0.8572609,27.234037,0.71634495,-3.2194877,-5.2760773,10.398064,2.1838443,-3.8456962,-4.8744097,0.07682719,1.4618168,1.9157354,0.66368985,0.9707837,4.373238,4.657894,2.4189293,17.086044,0.79168993,542.6507,0.44598266,1174.8866,0.24031892,-39.39881,-2.0190125,1549.4585,0.19595583,905.60516,0.37342384,-42.994442,-1.7141432,2539.7253,0.14337496,845.2765,0.3940586,-46.299545,-1.547011,-10.842225,-0.8905926,21.415201,0.523039,0.07102696,0.47483465,-0.028911669,-0.6023758,0.6822794,0.7114984,31.851915,0.54277927,-5.2888265,-3.146711,10.752284,2.24742,-6.5397706,-2.887337,-6.6492496,16.920374,0.024294209,-0.0047136336,0.1557976,4.064546,2.087142,0.37875912,0.33703825,0.099345796,0.24308096,-25.821903,XC418A_Note_Charlie_Speaker.mp3
33.294163,0.2355958,31.420172,32.72603,35.057217,3.637045,380.019,673.5602,260.20618,568.0434,0.7044438,0.70736825,0.2563807,0.6420498,1.120686,0.8643054,11.859341,6.9472613,8.311079,5.0912247,0.3842819,0.8401742,16.76867,1.2149701,11.269805,1.7362759,14.097794,1.539812,-10.243662,-1.906979,0.045265205,1.8445038,1.4807987,0.7101872,4.3712506,1.3230703,1.1262141,11.732641,18.173346,0.91387624,542.5731,0.42200845,1079.1829,0.26670924,-53.414032,-1.6349012,1686.4393,0.18936034,788.1455,0.60240006,-58.75964,-1.2998426,2669.2468,0.125832,877.03986,0.5416661,-58.500668,-1.299202,-11.743792,-0.92841965,18.65819,0.6174442,0.09301321,0.3828601,-0.03393222,-0.51577485,0.46484032,0.67510617,21.858574,0.80978453,8.503267,2.198538,15.239439,1.4607551,-14.587939,-1.2559589,-5.388783,12.984711,0.030980721,-0.0192376,0.13535513,4.0879807,2.3131673,0.31951922,0.25232145,0.11202381,0.12737066,-28.868034,SG4111_Note_Alpha_Speaker.mp3
36.498276,0.14381918,35.046066,36.089516,38.20637,3.160305,460.19934,839.46185,99.48237,122.73751,0.6897724,0.8913672,0.025434084,0.5821481,1.2867844,1.2613503,12.504828,7.1890335,7.4503617,5.4161263,0.3640083,0.96374655,19.089201,1.0845871,2.7491765,7.7773275,14.9210825,1.3637398,-15.833424,-1.4914376,0.03485837,2.1589723,1.2024379,0.80193716,7.564804,0.7301207,8.582294,1.3731345,17.949461,0.86701113,554.548,0.38330033,1148.2394,0.23336153,-92.08973,-1.0143465,1614.5963,0.1644698,837.03973,0.46849772,-88.02167,-0.96241957,2697.8572,0.10006018,747.8452,0.6109559,-88.77766,-0.9429023,-13.119773,-0.9271037,20.715458,0.69057935,0.08161993,0.41349694,-0.027301667,-0.6608487,0.5270423,0.6003958,28.838951,0.54134667,-2.468199,-8.384628,19.858255,1.085796,-25.402254,-0.89574814,-6.703563,15.925285,0.03834908,0.0014359826,0.11690929,2.5522041,1.8278497,0.33490908,0.23057137,0.22234042,0.278745,-27.971334,XC419A_Intro_Alpha_Speaker.mp3
31.354385,0.2691597,29.356934,30.2014,32.305637,2.9487038,366.8054,606.14417,297.9309,758.6404,1.0070288,0.7539253,0.25804865,0.87852514,1.6784937,1.4204451,14.002671,6.3805428,11.077458,6.231008,0.50419587,0.79083,18.474672,1.3392713,2.6120741,9.070703,24.650158,1.0012201,-10.84273,-2.3383722,0.04014498,2.4269593,1.3585192,0.886363,4.629822,1.1726586,4.0744786,3.413697,16.109919,1.1421158,509.6819,0.5502382,1077.534,0.2593159,-50.185974,-1.6251702,1624.5566,0.1910172,752.2126,0.54392743,-55.687153,-1.3373522,2613.383,0.12453018,913.6056,0.5344946,-55.43139,-1.3339362,-8.118773,-1.6286072,16.693998,0.7642719,0.07533769,0.49462652,-0.022641275,-0.98164296,0.606622,0.62433743,24.561094,0.86956555,-1.0990928,-20.37516,28.231838,0.83801734,-16.173342,-1.5078142,-3.0264075,11.670683,0.0025132226,-0.0026690387,0.14031713,3.807797,2.1561508,0.35494736,0.26031104,0.09348314,0.10246513,-26.144262,XC412B_Note_Bravo_Speaker.mp3
26.77049,0.25441292,23.160572,25.006468,27.043346,3.8827744,129.38432,112.90934,120.640366,115.67561,0.8476639,0.86063176,0.06648862,0.79813844,1.361418,1.2949294,12.970139,9.507824,7.651268,5.1636586,0.42701146,1.0263516,15.737854,0.954213,1.6708773,8.508879,8.4883175,1.962918,-19.17437,-1.0779796,0.04048623,1.7382238,1.4468429,0.71832454,3.1895766,1.1874589,-5.8487735,-1.3327565,4.5684443,2.4767668,490.1631,0.5293661,1078.8374,0.18948048,-68.75448,-1.4312117,1524.8883,0.21005437,733.4192,0.38030562,-67.89,-1.3649337,2584.6978,0.10966382,526.5173,0.43857902,-69.03174,-1.3252857,-11.415135,-0.573513,18.552582,0.4297336,0.1114511,0.27269655,-0.030275036,-0.41008627,0.6139064,0.6882636,21.877672,0.47962737,-3.4885335,-3.4775581,11.676356,1.590573,-29.766165,-0.54677105,-7.3222976,16.25887,0.019883264,-0.0053920103,0.06266675,2.3442733,1.3449899,0.48549998,0.2690813,0.26277778,0.27722445,-26.700857,XW419A_Intro_Bravo_Speaker.mp3
31.786804,0.15334374,30.97286,32.72972,34.047222,3.0743618,365.83264,424.47726,87.66529,78.24564,0.6435963,0.932612,0.042009532,0.54468995,1.0968217,1.0548122,10.316156,5.547243,6.897448,4.9760137,0.3612964,1.0871829,27.772274,0.6156317,13.944038,1.1363229,5.270791,3.864354,0.049701698,308.87213,0.04572858,2.0214877,1.3336141,0.906134,6.6365023,0.80267996,1.4812816,6.6520405,23.0927,0.6725545,526.8224,0.31428346,1306.3585,0.21135974,-69.81596,-1.2984316,1568.2164,0.17128691,933.9657,0.4002606,-78.486435,-1.0445201,2563.7737,0.10800087,893.5772,0.5227271,-81.49962,-0.98242337,-16.44276,-0.54417384,25.781012,0.48060748,0.069084235,0.5121655,-0.035601266,-0.46844307,0.5023407,0.7895539,33.80689,0.4224006,10.885087,1.3929044,3.9020064,5.807777,-3.5066307,-4.5301623,-14.482641,23.73716,0.0065586353,-0.011534723,0.06317524,2.7728088,1.9282511,0.34279066,0.29790217,0.16923076,0.19968417,-27.097406,SG419A_Intro_Alpha_Speaker.mp3
28.968275,0.24210595,20.728277,32.37192,34.303436,13.575159,320.96777,326.17874,140.45856,70.72259,0.3945435,1.0237072,0.01299995,0.2825718,0.7597909,0.74679095,7.8735175,5.6212983,5.3353972,2.790615,0.30920744,1.1034913,29.52052,0.77812254,12.058814,1.2908461,-4.5900207,-3.9657924,4.000435,3.040341,0.08288536,1.6305773,1.5941684,0.87234896,4.3048334,1.4939209,0.28381866,66.42988,35.428852,0.6451405,723.0625,0.21192923,1348.5431,0.19441035,-90.55617,-1.0110595,1723.1179,0.15219909,1024.2759,0.26036522,-97.27178,-0.8629358,2906.7869,0.117350414,1031.1339,0.3439271,-107.141174,-0.70667166,-22.51904,-0.53397876,41.65818,0.26938832,0.040315483,0.75943965,-0.029460186,-0.6280605,0.49216127,0.6475571,44.80212,0.2854165,15.0392885,1.1098446,-7.1613193,-2.9112585,2.9115896,4.7585363,-12.120499,26.276781,0.038239446,0.007777769,0.048828736,2.813505,1.9417477,0.29833335,0.30485883,0.21181817,0.47422314,-28.57158,XC411N_Intro_Alpha_Speaker.mp3
35.679745,0.16939968,34.55609,35.94903,37.551353,2.9952621,454.6247,498.73944,106.38199,119.519394,0.7084639,0.95706576,0.015964475,0.5387096,1.446518,1.4305534,12.362305,7.2849855,7.4324565,4.7823973,0.3702825,1.1607001,17.299164,1.1452918,4.3515716,4.0318213,8.122733,1.771613,-8.169525,-2.2131066,0.042785127,1.9839628,1.1998739,0.8795398,7.156885,0.85843945,10.123369,1.2021917,24.121819,0.626249,577.03094,0.40921602,1235.1,0.21810819,-90.015,-1.0880853,1651.2051,0.16683048,881.44403,0.48526084,-86.258026,-1.0255337,2665.0432,0.12825398,876.98535,0.54648405,-87.1668,-1.0023662,-14.941293,-0.6777434,22.743147,0.50681996,0.1037322,0.36000693,-0.032706182,-0.45520616,0.5811807,0.7209987,27.381498,0.5420169,0.5978826,28.737722,8.966566,1.6795187,-17.660757,-0.8168947,-10.427604,19.915663,0.027346991,0.003015953,0.03932557,2.4053454,1.3839285,0.4393548,0.28871167,0.28964284,0.35183683,-26.095062,XC415C_Intro_Charlie_Speaker.mp3
25.100492,0.19364461,23.602518,24.129654,25.537964,1.9354458,291.9807,273.39383,81.48064,96.854904,0.45382687,1.0920119,0.015819514,0.29074976,0.8870249,0.8712054,7.5018272,5.2949963,5.780294,3.2768338,0.20617403,1.2061667,17.670073,1.1836929,6.6896105,2.5746229,6.750323,2.1879847,3.606006,4.639664,0.02778977,2.2716026,1.299047,0.64920956,3.0196624,1.1629075,9.219383,1.1824178,20.48976,0.85664195,560.0389,0.45396277,1316.6511,0.19902794,-110.386284,-0.8703256,1528.4023,0.22146045,1034.1409,0.26278082,-110.305954,-0.8517354,2613.8586,0.13112177,904.8373,0.3612381,-114.57356,-0.77957046,-11.167165,-0.76949793,22.968208,0.49221525,0.049449775,0.6416524,-0.02357294,-0.62523085,0.3728179,0.6397349,33.96192,0.44704494,-1.7077956,-9.966928,1.8670032,8.589023,-3.3240423,-5.2276363,-12.159413,20.728537,-0.0060011772,0.00310335,0.07102722,2.4463007,1.4371258,0.32083333,0.26132542,0.355,0.4849742,-31.843338,XW418B_Intro_Bravo_Speaker.mp3
23.62131,0.15579186,22.136854,23.919327,25.56495,3.4280968,198.27573,313.5153,142.01877,173.39949,0.4692205,1.1609207,0.015408804,0.17585063,1.012196,0.99678713,7.1924353,4.664869,5.0432463,2.9278045,0.24785163,1.3203884,22.678827,0.881567,7.456868,1.9637407,17.311235,0.9852241,-7.390729,-2.421749,0.03220812,1.9858804,1.2812893,0.9162354,3.1007137,1.5473858,4.5951385,3.0736258,24.177982,0.7188399,459.4157,0.30219007,1225.2129,0.20243078,-104.85202,-0.9240688,1495.9014,0.16458137,928.93256,0.32712913,-111.68444,-0.7993217,2572.624,0.11864979,789.3263,0.464927,-113.7901,-0.76640266,-17.098587,-0.49405327,25.424458,0.41668016,0.05319851,0.6007457,-0.036117714,-0.43069518,0.4729639,0.7015004,37.830402,0.3582184,2.706454,6.122214,26.119398,0.7510893,-17.482555,-0.9579552,-14.711898,24.65145,-0.012685001,-0.0065844506,0.03613452,2.4,1.25,0.3707143,0.3091801,0.2785,0.29990458,-29.1065,SG4131_Intro_Charlie_Speaker.mp3
24.682056,0.32618487,21.217972,23.055582,25.350777,4.132805,262.07635,476.03372,157.10156,209.4814,0.6923214,0.7293589,0.20419718,0.6210422,1.1458585,0.94166136,9.392074,5.073707,7.1361465,3.9060712,0.43037283,0.84526443,26.113607,0.95264715,9.283583,1.7490239,6.2117205,3.2249026,5.385715,3.4144597,0.044934236,1.9568857,1.6265371,0.7450859,2.0624948,2.0202312,1.8562455,4.9753203,24.823061,0.6351084,512.67615,0.43513057,1248.2317,0.2622636,-49.292534,-1.6855128,1495.6743,0.18761337,1004.69324,0.3060433,-55.228897,-1.3928782,2515.6277,0.15013653,945.0407,0.4141507,-62.165916,-1.1728183,-13.571933,-0.8543828,27.438349,0.4776606,0.048479307,0.6155726,-0.021299379,-0.9368352,0.529594,0.6599121,33.819,0.61542606,7.9158516,1.944055,3.9357767,5.3285284,4.5284204,4.2042284,-4.367875,14.681244,0.003469127,-0.0006002553,0.10071514,3.1875257,2.0715373,0.36286667,0.34937534,0.11356589,0.15926085,-27.152811,XC411N_Note_Bravo_Speaker.mp3
31.829325,0.18975857,30.986263,31.999905,33.700073,2.71381,253.21796,192.63626,54.89532,50.13583,0.7622671,0.8898975,0.029313339,0.66726255,1.3340291,1.3047158,9.294834,5.923326,6.9858084,4.726371,0.4125795,0.9762701,23.74993,0.7887686,10.390317,1.8345037,5.495468,4.05043,0.83767545,16.144,0.04846646,2.079375,1.2034875,0.8151553,5.62842,1.0500666,7.688203,1.5215731,23.124872,0.7132465,634.89526,0.3030088,1316.3472,0.2078791,-66.961105,-1.3422288,1713.1111,0.16262895,951.50195,0.4756854,-71.61649,-1.1667156,2678.6428,0.12685922,934.16705,0.42328176,-74.60394,-1.093693,-13.111203,-0.88669956,23.972824,0.52191776,0.08431188,0.37992424,-0.027018152,-0.7179529,0.56551677,0.6680513,29.665438,0.56359303,7.801522,2.569431,3.9514585,6.3804784,-0.21991248,-61.738346,-13.050634,23.19972,0.021771697,-0.008390589,0.076574735,2.511962,1.2620193,0.5452381,0.5060832,0.24894737,0.32031062,-27.120916,XC422A_Intro_Alpha_Speaker.mp3
22.742628,0.25736704,21.058416,22.50741,23.69905,2.6406345,293.07886,565.18085,130.28575,425.81168,0.6684856,0.7257427,0.21278858,0.6039902,1.0440856,0.83129704,10.177813,5.471921,7.2025023,4.2972283,0.4106036,0.83267826,26.774569,0.942339,6.0960183,3.0578082,21.810936,0.79784596,3.3293285,4.4102087,0.04558541,2.0007474,1.6575993,0.8437063,1.8706616,2.391091,4.864953,1.9090607,25.168602,0.5445171,502.544,0.438734,1220.8184,0.21592824,-55.929836,-1.4805673,1550.9786,0.17930765,970.8001,0.35322666,-64.868454,-1.1759808,2509.9646,0.14184344,976.1721,0.3770722,-68.165985,-1.0907648,-16.701204,-0.6496626,26.104652,0.43784526,0.04133706,0.7346932,-0.029639494,-0.5487313,0.50650495,0.65141535,36.34855,0.5120656,3.558368,4.84901,23.688711,0.7142387,2.0789044,7.1651573,-2.486148,12.566692,0.0019034588,-0.003413852,0.12665175,3.5109832,2.306722,0.31515625,0.27470997,0.103083335,0.1110315,-27.315884,XW418A_Note_Bravo_Speaker.mp3
32.7034,0.172122,31.365505,32.91499,35.135277,3.7697716,354.36462,544.5024,98.44881,98.49374,0.53434515,1.0251125,0.016159493,0.3867792,1.0195695,1.00341,9.647372,6.1327925,6.7594056,4.730355,0.26218897,1.2100418,21.262205,0.93910015,9.85649,1.7441628,7.2413206,2.3549204,-3.2780347,-5.5500307,0.04592774,1.8704549,1.2633117,0.9246278,7.081312,0.8213201,9.282983,1.5834452,26.525219,0.64287686,737.3558,0.30973622,1229.0013,0.2354292,-80.94235,-1.0869129,1768.4761,0.17746499,910.0568,0.43352765,-82.424355,-1.0021188,2960.9932,0.11718771,875.8104,0.45735538,-89.63734,-0.86597675,-17.055048,-0.7087443,30.653538,0.44226077,0.066237494,0.7653557,-0.008124958,-2.6613662,0.3842184,0.84532845,30.600729,0.49309456,8.517987,2.158384,9.6104555,2.002406,-7.660457,-2.5322926,-13.484112,24.42724,0.028905483,0.006965023,0.02493965,2.4546425,1.2841091,0.5129167,0.35749683,0.26545453,0.3197119,-27.432127,XC415A_Intro_Alpha_Speaker.mp3
26.90919,0.37515128,21.176142,23.491722,29.175035,7.9988937,491.24274,879.44586,247.53838,482.51,0.76923555,0.93741345,0.065435484,0.59011024,1.3867915,1.3213559,15.195569,8.639021,11.988198,8.583451,0.44381204,1.0580064,15.893115,1.5408261,-1.2978821,-15.08267,23.207632,0.8652007,-0.003061104,-5790.407,0.045686204,1.7066438,1.7302521,0.7645532,1.0242598,4.4203334,4.4086385,2.7807765,14.995937,1.0636495,639.93256,0.5312052,1119.4705,0.29012504,-81.89873,-1.1462865,1687.1553,0.22264582,850.3761,0.4016885,-81.001236,-1.0962564,2664.776,0.1324026,804.4129,0.32027528,-80.76542,-1.0955411,-7.483975,-1.5911323,15.320537,0.7655177,0.058515318,0.6413232,-0.015303438,-1.1639843,0.6401279,0.72845393,25.028105,0.9138841,-6.4933405,-2.8928895,29.216614,0.66260934,-3.0246773,-6.281803,-4.6638966,14.742725,0.0075586713,0.0022781661,0.118987806,3.474257,2.7785537,0.21638191,0.18647209,0.1347486,0.20639317,-27.274311,XW418B_Note_Echo_Speaker.mp3
32.877453,0.17684533,31.438866,32.510647,34.148293,2.7094269,499.97934,659.92523,134.46254,395.7365,0.67700243,0.8687769,0.07304768,0.5760143,1.164439,1.0913913,11.740299,6.3298397,10.247778,6.7256002,0.37660283,0.98034257,22.93569,0.94853693,9.514966,1.9020119,12.655431,1.6893631,6.1927185,2.7169192,0.0351221,2.1222942,1.2415229,0.8447397,6.5847006,0.75056875,6.566307,1.8422573,19.872993,0.78707874,504.81433,0.45082256,1220.8445,0.23358406,-74.37744,-1.2072005,1542.117,0.1931782,885.2916,0.3989302,-77.365974,-1.0648066,2549.3567,0.1166943,892.0703,0.44485307,-79.78052,-1.0072092,-11.966841,-0.93991965,22.641296,0.59929955,0.06336678,0.59381145,-0.02208498,-0.7491216,0.51809293,0.6930454,30.025114,0.6374815,5.833889,2.9702652,10.504338,2.1537619,4.0995345,4.477246,-10.272112,18.889803,0.0059843087,-0.0061901403,0.08270099,3.4182396,1.9812442,0.33426666,0.26319155,0.16404411,0.2824743,-27.874596,SG419A_Note_Alpha_Speaker.mp3
31.854586,0.19026469,30.469048,31.861261,34.151356,3.6823082,383.9062,556.26855,194.26167,428.07547,0.6912536,0.8393344,0.10907865,0.5695577,1.2090447,1.099966,12.4152975,7.405979,8.371288,5.52268,0.36381873,0.9840996,21.220858,0.9974406,6.9345226,2.7018933,19.49428,0.9768038,-13.94354,-1.4769871,0.04172247,2.231155,1.2734601,0.9071799,5.7612805,1.0028105,5.200069,2.2560902,24.617594,0.5641424,522.5239,0.37654564,1174.7203,0.22893256,-66.8762,-1.3634043,1644.2898,0.17973733,809.15045,0.540893,-75.36552,-1.0844631,2701.6912,0.10195962,863.27264,0.57241833,-76.727486,-1.0493604,-15.352428,-0.68104595,23.438604,0.47428712,0.08675604,0.3790388,-0.03170671,-0.52182394,0.4967577,0.6987985,30.51836,0.51296806,4.8322024,3.8434656,22.109161,0.87648183,-21.838238,-0.81516784,-5.936008,14.515528,0.0047413055,-0.0049223215,0.06901291,2.9267228,1.7810315,0.3788957,0.32066458,0.1762416,0.24364807,-27.230362,SG415A_Note_Charlie_Speaker.mp3
